,Book_title,Author,ISBN-10,ISBN-13,Category,Description,Cover_link
170,Soft-Tissue Lasers in Dental Hygiene 1st Edition,Blayden ,470958545,978-0470958544,Medical Science,"The uses and benefits of soft-tissue lasers in dental hygiene practice are myriad. Lasers are used for more effective debridement, scaling and planning, with less pain and bleeding. Hygienists can detect sub- and supra-gingival calculus, remove the bacteria in pockets, and remove granulation, among other treatments.

""Soft-tissue Lasers in Dental Hygiene"" is the first book to explain laser use in periodontal therapy. Authors Jessica Blayden and Angie Mott are registered dental hygienists who have been using laser therapy in their dental hygiene practices for several years, and here they share their experience. Blayden and Mott begin by discussing laser history, physics, components, and safety. They then describe the specifics of periodontal therapy--what lasers can be used for, how to implement them, techniques, and protocols. The authors also present case studies that demonstrate how treatment plans are implemented for varying levels of periodontal disease. The authors conclude with chapters on patient communication and practice management.","https://images-na.ssl-images-amazon.com/images/I/41ZHLyE8B2L._SX348_BO1,204,203,200_.jpg"
171,Dr. Sebi: Guide to Cure Arthritis & Lupus Through Dr. Sebi Approved Alkaline Diets & Medicinal Herbs,Bright D. Philip,-,979-8577552206,Medical Science,"Are you suffering from either mild or chronic Arthritis like Lupus, Gout, Back Pain, Osteoarthritis, Rheumatoid Arthritis, etc., and are looking for reliable natural curative alkaline diets and herbal medicine that could put an end to the health discomfort?

This Dr. Sebi Guide to Cure Arthritis and Lupus through Dr. Sebi's approved alkaline diets cookbook and medicinal herbs will completely provide you long-lasting relief and prevent the recurrence of the stubborn health discomforts.

You should understand that Lupus is one of the most common types of Arthritis, but this Dr. Sebi book deeply goes into the complete method of achieving absolute quick recovery from the autoimmune defect disease that may be caused by toxic drugs, germ (i.e. virus), immunological disorder, genetic disease… and many others.

However, if you are suffering from other types of Arthritis these perfect Dr. Sebi alkaline diets and herbs treatment for Arthritis and Lupus guide is excellently helpful to you and your aged grandparents.

Dr. Sebi was a wonderfully sincere and committed herbalist that was able to discover efficacious alkaline diets and herbs to some other diseases like herpes, cancer, diabetes, sexually transmitted diseases (STDs) like gonorrhea, syphilis, HIV etc. He produced durable curative alkaline diets and herbs formulations to cure and prevent mild and severe stages of the Lupus and other types of Arthritis through his sequential step by step method of cleansing, and detoxifying by neutralizing toxins  (poisons), removing impurity, and germs out of the body; and finally revitalizing the electric body with cell food diets and herbs that would improve the natural immunity (antibodies), restore, rejuvenate the skin, energize all organs like liver, kidney, heart lungs… and many others in the electric body.

Comprehensively, these are some of those things you will benefit from in this Dr. Sebi Book:
All the primary causes and precautions
Dr. Sebi approved the do-it-yourself methods of curing Lupus and Arthritis
Dr. Sebi approved curative alkaline diets cookbook and herbs.
Dr. Sebi recommended dosage of the herbal recipes and preparation.
All the Dr. Sebi disapproved food lists that is, the list of all the foods that you should not eat during the treatment and after you have been cured… and many others.

Note: You are not to combine Dr. Sebi curative alkaline diets and herbs with your medical doctor’s prescription, or pharmaceutical analgesic cream/drugs like Penetrex cream, Aspirin, Advil pills or other over-the-counter (OTC) drugs","https://images-na.ssl-images-amazon.com/images/I/5142W1RSTTL._SX331_BO1,204,203,200_.jpg"
172,Endovenous Laser Treatment of Varicose Veins: Practical Technique,"Dr MANAV BHALLA, Dr NAMRATA BHALLA , DEEPALI BHALLA",1719843961,978-1719843966,Medical Science,"Varicose veins are a global health problem that has a socio-economic impact. Developed countries have a huge expenditure for annual as well long term care of this condition. This abnormal leg condition has various types of presentation, sometimes-vague symptomatology. Identifying these symptoms and arriving at confirmed diagnosis is the first step to relieve this worldwide disease. Traditionally, management of varicose veins has been surgical, which at best provides temporary relief, sometimes-residual disease, and often recurs. However, with the introduction of newer interventional techniques, scenario of varicose veins management has entirely changed in past few years. The endovenous procedures, as they are commonly labeled, have not only improved the morbidity related to this disease, but also achieved higher technical success rate. Widely prevalent amongst such techniques has been the Endovenous Laser treatment. This procedure is performed all across the globe in a variety of fashion, which basically comes down to same underlying mechanism of action. In proper skilled hands though, the results may vary. However, anyone intending to perform this procedure may initially have innumerable questions pertaining to this disease and treatment techniques, some of which could be trivial and others critical. With the aim that the beginners, health care practitioners, physicians, referring consultants, undergraduate and postgraduate medical students of various specialties and subspecialties understand this procedure easily and hopefully thoroughly, we have taken this step to write our experience. One critical component of this as well as other endovenous procedures though is ultrasound guidance, and hence knowledge of vascular ultrasound, particularly venous exam is a kind of unspoken requirement. We have tried to include the relevant information that one may find useful during the learning curve phase of the procedure, and also serve as a valuable tool to refer to, anytime later during the practice. The book includes lower limb venous anatomy, pathophysiology of chronic venous insufficiency, clinical presentation and diagnoses of varicose veins. The detailed step in management of this condition by endovenous laser and sclerotherapy has then been explained, which includes the post procedure expectations.","https://images-na.ssl-images-amazon.com/images/I/51Xrnb0jy6L._SX322_BO1,204,203,200_.jpg"
173,A Practical Guide to Joint & Soft Tissue Injection Fourth Edition,"Francis O'Connor, James W. McNabb M.D.",1975153286,978-1975153281,Medical Science,"Featuring highly illustrated, evidence-based information along with high-quality videos, A Practical Guide to Joint & Soft Tissue Injection is the definitive guide to effective injection procedures that can be performed with simple equipment in a variety of settings. Expanded and updated for the fourth edition, this practical, award-winning guide thoroughly explains the rationale and step-by-step technique for each procedure, helping you offer patients immediate relief from pain and discomfort. 
*Covers a full range of musculoskeletal disorders, chalazions, keloids, warts, and occipital neuralgia, as well as the use of corticosteroids, viscosupplementation, and dry needling. 
*Contains new sections on Orthobiologics, Musculoskeletal Ultrasound, and Advanced and Adjunctive Techniques. 
*Includes all-new content on facial/head nerve blocks, treatment of intersection syndrome, hamstring tendon/ischial bursa, gluteal pain syndrome, Baker’s cyst, and midfoot joint injections. 
*Features new coverage of auricular battlefield acupuncture, barbotage, tendon brisement, fenestration, nerve hydrodissection, capsular hydrodilatation/hydroplasty, and percutaneous tenotomy with debridement. 
*Includes 25% more video content, with all videos shown from the operator’s viewpoint. 
*Features full-color illustrations and photographs that help you identify landmarks and determine exactly how to proceed. 
*Discusses anatomy and landmarks, when to refer, indications and contraindications, special medical conditions, equipment, complications, coding and billing, and much more. 
*Provides helpful appendices with consent forms, aftercare handouts, and information on documentation. 

Enrich Your eBook Reading Experience 
*Read directly on your preferred device(s), such as computer, tablet, or smartphone. 
*Easily convert to audiobook, powering your content with natural language text-to-speech. ","https://images-na.ssl-images-amazon.com/images/I/51MRvb+ZDeL._SX348_BO1,204,203,200_.jpg"
174,"Chaos: Charles Manson, the CIA, and the Secret History of the Sixties","Tom O'Neill, Dan Piepenbring",316477540,978-0316477543,Politics & Social Science,"A journalist's twenty-year fascination with the Manson murders leads to shocking new revelations about the FBI's involvement in this riveting reassessment of an infamous case in American history. Over two grim nights in Los Angeles, the young followers of Charles Manson murdered seven people, including the actress Sharon Tate, then eight months pregnant. With no mercy and seemingly no motive, the Manson Family followed their leader's every order-their crimes lit a flame of paranoia across the nation, spelling the end of the sixties. Manson became one of history's most infamous criminals, his name forever attached to an era when charlatans mixed with prodigies, free love was as possible as brainwashing, and utopia-or dystopia-was just an acid trip away. Twenty years ago, when journalist Tom O'Neill was reporting a magazine piece about the murders, he worried there was nothing new to say. Then he unearthed shocking evidence of a cover-up behind the ""official"" story, including police carelessness, legal misconduct, and potential surveillance by intelligence agents. When a tense interview with Vincent Bugliosi-prosecutor of the Manson Family, and author of Helter Skelter -turned a friendly source into a nemesis, O'Neill knew he was onto something. But every discovery brought more questions: Who were Manson's real friends in Hollywood, and how far would they go to hide their ties? Why didn't law enforcement, including Manson's own parole officer, act on their many chances to stop him? And how did Manson-an illiterate ex-con-turn a group of peaceful hippies into remorseless killers? O'Neill's quest for the truth led him from reclusive celebrities to seasoned spies, from San Francisco's summer of love to the shadowy sites of the CIA's mind-control experiments, on a trail rife with shady cover-ups and suspicious coincidences. The product of two decades of reporting, hundreds of new interviews, and dozens of never-before-seen documents from the LAPD, the FBI, and the CIA, CHAOS mounts an argument that could be, according to Los Angeles Deputy District Attorney Steven Kay, strong enough to overturn the verdicts on the Manson murders. This is a book that overturns our understanding of a pivotal time in American history.","https://images-na.ssl-images-amazon.com/images/I/41sxBN-jQLL._SX329_BO1,204,203,200_.jpg"
175,We Will Not Be Silenced: Responding Courageously to Our Culture's Assault on Christianity,"Erwin W. Lutzer, David Jeremiah (Foreword by)",736981799,978-0736981798,Politics & Social Science,"“If I could, I would put this book into the hands of every Christian in America.”
—Dr. David Jeremiah

“Be strong and courageous. Do not be frightened, and do not be dismayed,
for the LORD your God is with you wherever you go” (Joshua 1:9).

Each day, you watch America turn further from Christian values and the core principles of liberty. It’s frustrating to feel you can’t assert biblical truth without facing condemnation, and fearful to witness outrage and victimhood replace respect and reason. Amidst this dissent, how can you not only stay rooted in your own faith, but continue publicly testifying for Jesus?

In We Will Not Be Silenced, Dr. Erwin W. Lutzer prepares you to live out your convictions against a growing tide of hostility. Gain a better understanding of nonbelievers’ legitimate hurts and concerns regarding issues like racism, sexism, and poverty—and identify the toxic responses secular culture disguises as solutions. In the process, you’ll see how you can show compassion and gentleness to those outside of the faith without affirming their beliefs.

We Will Not Be Silenced will ready you to move beyond fear and boldly accept the challenge of representing Christ to a watching world that needs Him now more than ever before","https://images-na.ssl-images-amazon.com/images/I/51H18d6WaYL._SX322_BO1,204,203,200_.jpg"
176,The Know Your Bill of Rights Book: Don't Lose Your Constitutional Rights--Learn Them!,Sean Patrick,1938895223,978-1938895227,Politics & Social Science,"Don’t lose your Constitutional rights. Learn them.

Do you really want the crooked baby-kissers and fake news to tell you what your rights are?

Wouldn’t you rather discover them for yourself?

The Founders fought tirelessly to guarantee these God-given rights to life, liberty, and the pursuit of happiness.

But let’s face it—the Bill of Rights is hard to understand.

Its text is flowery and puzzling.
It’s full of legal and political jargon.
And without the right historical background, it’s impossible to grasp the full meaning, importance, and scope of each of the amendments (and especially the second amendment).

This book is the shortcut.
With it, you’ll quickly reach a deep understanding of the Bill of Rights thanks to the precise definitions of key words, crucial historical contexts, and enlightening insights from the Founders and their peers.

So, if you’re . . .
*Struggling to understand the United States Bill of Rights . . .
*Wondering how it should apply to modern society . . .
*And maybe even doubting whether it should still be held as inviolable today, 230 years after its writing . . .
. . . and if you want to discover what the two-faced corruptocrats and their media lackeys absolutely hate the most about our country and Constitution . . .","https://images-na.ssl-images-amazon.com/images/I/41WsBUEJ8XL._SX331_BO1,204,203,200_.jpg"
177,The Constitution and the Declaration of Independence: The Constitution of the United States of America,"The Founding Fathers (Author), Paul B. Skousen  (Author), Dan Clark (Foreword)",1535031638,978-1535031639,Politics & Social Science,"How often have people claimed that a certain thing was ""in the Constitution"" and you've wanted to pull out a copy to show them what this incredible document really says?This is the book you want to keep with you at all times: the full text of the Declaration of Independence and the Constitution, the two documents that are the backbone of United States government. Reading them as they were written is a must for every American. Regular reading is required for any historian or member of the legal profession, and a good idea for all Americans.Acclaimed Constitutional scholar Paul Skousen, author of How to Read the Constitution, frames this simple text with a brief preface and a summary of important facts about these two documents, including important dates, for the ultimate quick reference. Throughout the text of the Constitution, he provides a clear guide to parts that became invalid due to later amendments, making the current meaning clear. Without intruding on the meaning, Skousen gives you a great tool for understanding our most basic principles of good government. An inspiring introduction by New York Times best-selling author Dan Clark will put you in the right frame of mind to read and appreciate these great documents.This handy guide can become your best friend, and you'll want to keep a copy nearby. Fortunately, this little book will easily fit into your pocket or briefcase, top desk drawer, or iPad case. You'll may find you want to have extra copies around to hand out, too. Here is your chance to become an expert on two of the most important documents that shaped our country!","https://images-na.ssl-images-amazon.com/images/I/51qkUSvxemL._SX311_BO1,204,203,200_.jpg"
178,The Wretched of the Earth,"Frantz Fanon, Richard Philcox (Translator), Homi K. Bhabha (Foreword by), Jean-Paul Sartre (Preface by)",802141323,978-0802141323,Politics & Social Science,"A distinguished psychiatrist from Martinique who took part in the Algerian Nationalist Movement, Frantz Fanon was one of the most important theorists of revolutionary struggle, colonialism, and racial difference in history. Fanon’s masterwork is a classic alongside Edward Said’s Orientalism or The Autobiography of Malcolm X, and it is now available in a new translation that updates its language for a new generation of readers. The Wretched of the Earth is a brilliant analysis of the psychology of the colonized and their path to liberation. Bearing singular insight into the rage and frustration of colonized peoples, and the role of violence in effecting historical change, the book incisively attacks the twin perils of postindependence colonial politics: the disenfranchisement of the masses by the elites on the one hand, and intertribal and interfaith animosities on the other. Fanon’s analysis, a veritable handbook of social reorganization for leaders of emerging nations, has been reflected all too clearly in the corruption and violence that has plagued present-day Africa. The Wretched of the Earth has had a major impact on civil rights, anticolonialism, and black consciousness movements around the world, and this bold new translation by Richard Philcox reaffirms it as a landmark.","https://images-na.ssl-images-amazon.com/images/I/51kV+wGTF9L._SX337_BO1,204,203,200_.jpg"
179,"The Road to Serfdom: Text and Documents--The Definitive Edition (The Collected Works of F. A. Hayek, Volume 2)",Hayek ,226320553,978-0226320557,Politics & Social Science,"An unimpeachable classic work in political philosophy, intellectual and cultural history, and economics, ""The Road to Serfdom"" has inspired and infuriated politicians, scholars, and general readers for half a century. Originally published in 1944--when Eleanor Roosevelt supported the efforts of Stalin, and Albert Einstein subscribed lock, stock, and barrel to the socialist program--""The Road to Serfdom"" was seen as heretical for its passionate warning against the dangers of state control over the means of production. For F. A. Hayek, the collectivist idea of empowering government with increasing economic control would lead not to a utopia but to the horrors of Nazi Germany and Fascist Italy.
First published by the University of Chicago Press on September 18, 1944, ""The Road to Serfdom"" garnered immediate, widespread attention. The first printing of 2,000 copies was exhausted instantly, and within six months more than 30,000 books were sold. In April 1945, ""Reader's Digest"" published a condensed version of the book, and soon thereafter the Book-of-the-Month Club distributed this edition to more than 600,000 readers. A perennial best seller, the book has sold 400,000 copies in the United States alone and has been translated into more than twenty languages, along the way becoming one of the most important and influential books of the century.
With this new edition, ""The Road to Serfdom"" takes its place in the series ""The Collected Works of F. A. Hayek."" The volume includes a foreword by series editor and leading Hayek scholar Bruce Caldwell explaining the book's origins and publishing history and assessing common misinterpretations of Hayek's thought. Caldwell has also standardized and corrected Hayek's references and added helpful new explanatory notes. Supplemented with an appendix of related materials ranging from prepublication reports on the initial manuscript to forewords to earlier editions by John Chamberlain, Milton Friedman, and Hayek himself, this new edition of ""The Road to Serfdom"" will be the definitive version of Friedrich Hayek's enduring masterwork.","https://images-na.ssl-images-amazon.com/images/I/413qkKEwKQL._SX330_BO1,204,203,200_.jpg"
180,Attached: The New Science of Adult Attachment and How It Can Help YouFind,"Amir Levine, Rachel Heller",1585429139,978-1585429134,Politics & Social Science,"""A groundbreaking book that redefines what it means to be in a relationship.""
--John Gray, PhD., bestselling author of Men Are from Mars, Women Are from Venus


We already rely on science to tell us what to eat, when to exercise, and how long to sleep. Why not use science to help us improve our relationships? In this revolutionary book, psychiatrist and neuroscientist Dr. Amir Levine and Rachel Heller scientifically explain why why some people seem to navigate relationships effortlessly, while others struggle.

Discover how an understanding of adult attachment—the most advanced relationship science in existence today—can help us find and sustain love. Pioneered by psychologist John Bowlby in the 1950s, the field of attachment posits that each of us behaves in relationships in one of three distinct ways:

   • Anxious people are often preoccupied with their relationships and tend to worry about their partner's ability to love them back
   • Avoidant people equate intimacy with a loss of independence and constantly try to minimize closeness.
   • Secure people feel comfortable with intimacy and are usually warm and loving.
 
Attached guides readers in determining what attachment style they and their mate (or potential mate) follow, offering a road map for building stronger, more fulfilling connections with the people they love.","https://images-na.ssl-images-amazon.com/images/I/41IHZDi95aS._SX331_BO1,204,203,200_.jpg"
181,White Fragility: Why It's So Hard for White People to Talk About Racism,"Robin DiAngelo, Michael Eric Dyson (Foreword by)",807047414,978-0807047415,Politics & Social Science,"The New York Times best-selling book exploring the counterproductive reactions white people have when their assumptions about race are challenged, and how these reactions maintain racial inequality.

In this “vital, necessary, and beautiful book” (Michael Eric Dyson), antiracist educator Robin DiAngelo deftly illuminates the phenomenon of white fragility and “allows us to understand racism as a practice not restricted to ‘bad people’ (Claudia Rankine). Referring to the defensive moves that white people make when challenged racially, white fragility is characterized by emotions such as anger, fear, and guilt, and by behaviors including argumentation and silence. These behaviors, in turn, function to reinstate white racial equilibrium and prevent any meaningful cross-racial dialogue. In this in-depth exploration, DiAngelo examines how white fragility develops, how it protects racial inequality, and what we can do to engage more constructively.","https://images-na.ssl-images-amazon.com/images/I/51O1xkNu14L._SX331_BO1,204,203,200_.jpg"
182,In Order to Live: A North Korean Girl's Journey to Freedom,"Yeonmi Park, Maryanne Vollers",014310974X,‎978-0143109747,Politics & Social Science,,"https://images-na.ssl-images-amazon.com/images/I/51UjzlaZaBL._SX322_BO1,204,203,200_.jpg"
183,The Immortal Life of Henrietta Lacks,Rebecca Skloot,1400052181,978-1400052189,Politics & Social Science,"#1 NEW YORK TIMES BESTSELLER • “The story of modern medicine and bioethics—and, indeed, race relations—is refracted beautifully, and movingly.”—Entertainment Weekly

NOW A MAJOR MOTION PICTURE FROM HBO® STARRING OPRAH WINFREY AND ROSE BYRNE • ONE OF THE “MOST INFLUENTIAL” (CNN), “DEFINING” (LITHUB), AND “BEST” (THE PHILADELPHIA INQUIRER) BOOKS OF THE DECADE • ONE OF ESSENCE’S 50 MOST IMPACTFUL BLACK BOOKS OF THE PAST 50 YEARS • WINNER OF THE CHICAGO TRIBUNE HEARTLAND PRIZE FOR NONFICTION

NAMED ONE OF THE BEST BOOKS OF THE YEAR BY The New York Times Book Review • Entertainment Weekly • O: The Oprah Magazine • NPR • Financial Times • New York • Independent (U.K.) • Times (U.K.) • Publishers Weekly • Library Journal • Kirkus Reviews • Booklist • Globe and Mail

Her name was Henrietta Lacks, but scientists know her as HeLa. She was a poor Southern tobacco farmer who worked the same land as her slave ancestors, yet her cells—taken without her knowledge—became one of the most important tools in medicine: The first “immortal” human cells grown in culture, which are still alive today, though she has been dead for more than sixty years. HeLa cells were vital for developing the polio vaccine; uncovered secrets of cancer, viruses, and the atom bomb’s effects; helped lead to important advances like in vitro fertilization, cloning, and gene mapping; and have been bought and sold by the billions. 

Yet Henrietta Lacks remains virtually unknown, buried in an unmarked grave.

Henrietta’s family did not learn of her “immortality” until more than twenty years after her death, when scientists investigating HeLa began using her husband and children in research without informed consent. And though the cells had launched a multimillion-dollar industry that sells human biological materials, her family never saw any of the profits. As Rebecca Skloot so brilliantly shows, the story of the Lacks family—past and present—is inextricably connected to the dark history of experimentation on African Americans, the birth of bioethics, and the legal battles over whether we control the stuff we are made of. 

Over the decade it took to uncover this story, Rebecca became enmeshed in the lives of the Lacks family—especially Henrietta’s daughter Deborah. Deborah was consumed with questions: Had scientists cloned her mother? Had they killed her to harvest her cells? And if her mother was so important to medicine, why couldn’t her children afford health insurance? 

Intimate in feeling, astonishing in scope, and impossible to put down, The Immortal Life of Henrietta Lacks captures the beauty and drama of scientific discovery, as well as its human consequences.","https://images-na.ssl-images-amazon.com/images/I/51t8jkeallL._SX282_BO1,204,203,200_.jpg"
184,The Mastery of Love: A Practical Guide to the Art of Relationship: A Toltec Wisdom Book,"Don Miguel Ruiz, Janet Mills",1878424424,978-1878424426,Politics & Social Science,"In The Mastery of Love, don Miguel Ruiz illuminates the fear-based beliefs and assumptions that undermine love and lead to suffering and drama in our relationships. Using insightful stories to bring his message to life, Ruiz shows us how to heal our emotional wounds, recover the freedom and joy that are our birthright, and restore the spirit of playfulness that is vital to loving relationships.

The Mastery of Love includes:
• Why ""domestication"" and the ""image of perfection"" lead to self-rejection
• The war of control that slowly destroys most relationships
• Why we hunt for love in others, and how to capture the love inside us
• How to finally accept and forgive ourselves and others

""Happiness can only come from inside of you and is the result of your love. When you are aware that no one else can make you happy, and that happiness is the result of your love, this becomes the greatest mastery of the Toltec: the Mastery of Love."" — don Miguel Ruiz","https://images-na.ssl-images-amazon.com/images/I/51gxY+U7dML._SX343_BO1,204,203,200_.jpg"
185,Black Rednecks and White Liberals,Thomas Sowell,1594031436,978-1594031434,Politics & Social Science,"This explosive new book challenges many of the long-prevailing assumptions about blacks, about Jews, about Germans, about slavery, and about education. Plainly written, powerfully reasoned, and backed with a startling array of documented facts, Black Rednecks and White Liberals takes on not only the trendy intellectuals of our times but also such historic interpreters of American life as Alexis de Tocqueville and Frederick Law Olmsted. In a series of long essays, this book presents an in-depth look at key beliefs behind many mistaken and dangerous actions, policies, and trends. It presents eye-opening insights into the historical development of the ghetto culture that is today wrongly seen as a unique black identity--a culture cheered on toward self-destruction by white liberals who consider themselves ""friends"" of blacks. An essay titled ""The Real History of Slavery"" presents a jolting re-examination of that tragic institution and the narrow and distorted way it is too often seen today. The reasons for the venomous hatred of Jews, and of other groups like them in countries around the world, are explored in an essay that asks, ""Are Jews Generic?"" Misconceptions of German history in general, and of the Nazi era in particular, are also re-examined. So too are the inspiring achievements and painful tragedies of black education in the United States. ""Black Rednecks and White Liberals"" is the capstone of decades of outstanding research and writing on racial and cultural issues by Thomas Sowell.","https://images-na.ssl-images-amazon.com/images/I/41EM+u5bgML._SX332_BO1,204,203,200_.jpg"
186,"The Mindful Self-Compassion Workbook: A Proven Way to Accept Yourself, Build Inner Strength, and Thrive","Kristin Neff PhD, Christopher Germer PhD",1462526780,978-1462526789,Politics & Social Science,"Are you kinder to others than you are to yourself? More than a thousand research studies show the benefits of being a supportive friend to yourself, especially in times of need. This science-based workbook offers a step-by-step approach to breaking free of harsh self-judgments and impossible standards in order to cultivate emotional well-being. In a convenient large-size format, the book is based on the authors' groundbreaking eight-week Mindful Self-Compassion (MSC) program, which has helped tens of thousands of people worldwide. It is packed with guided meditations (with audio downloads); informal practices to do anytime, anywhere; exercises; and vivid stories of people using the techniques to address relationship stress, weight and body image issues, health concerns, anxiety, and other common problems. The seeds of self-compassion already lie within you--learn how you can uncover this powerful inner resource and transform your life. See also Teaching the Mindful Self-Compassion Program, by Christopher Germer and Kristin Neff, a thorough overview of conducting MSC (for professionals), and The Mindful Path to Self-Compassion, by Christopher Germer, which delves into mindful self-compassion and shares moving stories of how it can change lives.","https://images-na.ssl-images-amazon.com/images/I/51UsJogf-HS._SX379_BO1,204,203,200_.jpg"
187,All of Statistics: A Concise Course in Statistical Inference (Springer Texts in Statistics),Larry Wasserman,1441923225,978-1441923226,Statistics,"Taken literally, the title ""All of Statistics"" is an exaggeration. But in spirit, the title is apt, as the book does cover a much broader range of topics than a typical introductory book on mathematical statistics. This book is for people who want to learn probability and statistics quickly. It is suitable for graduate or advanced undergraduate students in computer science, mathematics, statistics, and related disciplines. 

The book includes modern topics like non-parametric curve estimation, bootstrapping, and classification, topics that are usually relegated to follow-up courses. The reader is presumed to know calculus and a little linear algebra. No previous knowledge of probability and statistics is required. Statistics, data mining, and machine learning are all concerned with collecting and analysing data. ","https://images-na.ssl-images-amazon.com/images/I/41uzRsU-CaL._SX331_BO1,204,203,200_.jpg"
188,"The Elements of Statistical Learning: Data Mining, Inference, and Prediction, Second Edition (Springer Series in Statistics) 2nd Edition",,387848576,978-0387848570,Statistics,"This book describes the important ideas in a variety of fields such as medicine, biology, finance, and marketing in a common conceptual framework. While the approach is statistical, the emphasis is on concepts rather than mathematics. Many examples are given, with a liberal use of colour graphics. It is a valuable resource for statisticians and anyone interested in data mining in science or industry. The book's coverage is broad, from supervised learning (prediction) to unsupervised learning. The many topics include neural networks, support vector machines, classification trees and boosting---the first comprehensive treatment of this topic in any book.

This major new edition features many topics not covered in the original, including graphical models, random forests, ensemble methods, least angle regression & path algorithms for the lasso, non-negative matrix factorisation, and spectral clustering. There is also a chapter on methods for ""wide'' data (p bigger than n), including multiple testing and false discovery rates.","https://images-na.ssl-images-amazon.com/images/I/41TmbdP0EZL._SX331_BO1,204,203,200_.jpg"
189,Statistical Models: Theory and Practice 2nd Edition,David A. Freedman,521743850,978-0521743853,Statistics,"This lively and engaging textbook explains the things you have to know in order to read empirical papers in the social and health sciences, as well as the techniques you need to build statistical models of your own. The author, David A. Freedman, explains the basic ideas of association and regression, and takes you through the current models that link these ideas to causality. The focus is on applications of linear models, including generalized least squares and two-stage least squares, with probits and logits for binary variables. The bootstrap is developed as a technique for estimating bias and computing standard errors. Careful attention is paid to the principles of statistical inference. There is background material on study design, bivariate regression, and matrix algebra. To develop technique, there are computer labs with sample computer programs. The book is rich in exercises, most with answers. Target audiences include advanced undergraduates and beginning graduate students in statistics, as well as students and professionals in the social and health sciences. The discussion in the book is organized around published studies, as are many of the exercises. Relevant journal articles are reprinted at the back of the book. Freedman makes a thorough appraisal of the statistical methods in these papers and in a variety of other examples. He illustrates the principles of modeling, and the pitfalls. The discussion shows you how to think about the critical issues - including the connection (or lack of it) between the statistical models and the real phenomena. Features of the book: • authoritative guidance from a well-known author with wide experience in teaching, research, and consulting • careful analysis of statistical issues in substantive applications • no-nonsense, direct style • versatile structure, enabling the text to be used as a text in a course, or read on its own • text that has been thoroughly class-tested at Berkeley • background material on regression and matrix algebra • plenty of exercises, most with solutions • extra material for instructors, including data sets and code for lab projects (available from Cambridge University Press) • many new exercises and examples • reorganized, restructured, and revised chapters to aid teaching and understanding","https://images-na.ssl-images-amazon.com/images/I/41wSCeXvDDL._SX346_BO1,204,203,200_.jpg"
190,Practical Statistics for Data Scientists: 50+ Essential Concepts Using R and Python 2nd Edition,"Peter Bruce, Andrew Bruce, Peter Gedeck",149207294X,978-1492072942,Statistics,"Statistical methods are a key part of data science, yet few data scientists have formal statistical training. Courses and books on basic statistics rarely cover the topic from a data science perspective. The second edition of this popular guide adds comprehensive examples in Python, provides practical guidance on applying statistical methods to data science, tells you how to avoid their misuse, and gives you advice on what’s important and what’s not.
Many data science resources incorporate statistical methods but lack a deeper statistical perspective. If you’re familiar with the R or Python programming languages and have some exposure to statistics, this quick reference bridges the gap in an accessible, readable format.

With this book, you’ll learn:
*Why exploratory data analysis is a key preliminary step in data science
*How random sampling can reduce bias and yield a higher-quality dataset, even with big data
*How the principles of experimental design yield definitive answers to questions
*How to use regression to estimate outcomes and detect anomalies
*Key classification techniques for predicting which categories a record belongs to
*Statistical machine learning methods that ""learn"" from data
*Unsupervised learning methods for extracting meaning from unlabeled data","https://images-na.ssl-images-amazon.com/images/I/51GbJpKtO1L._SX379_BO1,204,203,200_.jpg"
191,Statistics Essentials For Dummies 1st Edition,Deborah J. Rumsey,1119590302,978-1119590309,Statistics,"Statistics Essentials For Dummies (9781119590309) was previously published as Statistics Essentials For Dummies (9780470618394). While this version features a new Dummies cover and design, the content is the same as the prior release and should not be considered a new or updated product. Statistics Essentials For Dummies not only provides students enrolled in Statistics I with an excellent high-level overview of key concepts, but it also serves as a reference or refresher for students in upper-level statistics courses. Free of review and ramp-up material, Statistics Essentials For Dummies sticks to the point, with content focused on key course topics only. It provides discrete explanations of essential concepts taught in a typical first semester college-level statistics course, from odds and error margins to confidence intervals and conclusions. This guide is also a perfect reference for parents who need to review critical statistics concepts as they help high school students with homework assignments, as well as for adult learners headed back into the classroom who just need a refresher of the core concepts. The Essentials For Dummies Series Dummies is proud to present our new series, The Essentials For Dummies. Now students who are prepping for exams, preparing to study new material, or who just need a refresher can have a concise, easy-to-understand review guide that covers an entire course by concentrating solely on the most important concepts. From algebra and chemistry to grammar and Spanish, our expert authors focus on the skills students most need to succeed in a subject.","https://images-na.ssl-images-amazon.com/images/I/519oO36DTdL._SX322_BO1,204,203,200_.jpg"
192,Statistics Workbook For Dummies with Online Practice 2nd Edition,Deborah J. Rumsey,1119547512,978-1119547518,Statistics,"Practice your way to a higher statistics score The adage that ""practice makes perfect"" is never truer than with math problems. S tatistics Workbook For Dummies with Online Practice provides succinct content reviews for every topic, with plenty of examples and practice problems for each concept, in the book and online. Every lesson begins with a concept review, followed by a few example problems and plenty of practice problems. There's a step-by-step solution for every problem, with tips and tricks to help with comprehension and retention. New for this edition, free online practice quizzes for each chapter provide extra opportunities to test your knowledge and understanding. Get FREE access to chapter quizzes in an online test bank Work along with each chapter or use the test bank for final exam review Discover which statistical measures are most meaningful Scoring high in your Statistics class has never been easier","https://images-na.ssl-images-amazon.com/images/I/511h3nTO3LL._SX398_BO1,204,203,200_.jpg"
